Datetime,Open,High,Low,Close,Adj Close,Volume
2024-07-17 15:44:00+00:00,6.468123435974121,6.468123435974121,6.468123435974121,6.468123435974121,6.468123435974121,0
2024-07-17 15:45:00+00:00,6.465786457061768,6.465786457061768,6.465786457061768,6.465786457061768,6.465786457061768,0
2024-07-17 15:46:00+00:00,6.453313827514648,6.453313827514648,6.453313827514648,6.453313827514648,6.453313827514648,54752
2024-07-17 15:48:00+00:00,6.448178291320801,6.448178291320801,6.448178291320801,6.448178291320801,6.448178291320801,0
2024-07-17 15:50:00+00:00,6.425433158874512,6.425433158874512,6.425433158874512,6.425433158874512,6.425433158874512,0
2024-07-17 15:52:00+00:00,6.399343490600586,6.399343490600586,6.399343490600586,6.399343490600586,6.399343490600586,189856
2024-07-17 15:53:00+00:00,6.398708343505859,6.398708343505859,6.398708343505859,6.398708343505859,6.398708343505859,0
2024-07-17 15:54:00+00:00,6.399718761444092,6.399718761444092,6.399718761444092,6.399718761444092,6.399718761444092,0
2024-07-17 15:56:00+00:00,6.3928608894348145,6.3928608894348145,6.3928608894348145,6.3928608894348145,6.3928608894348145,0
2024-07-17 15:57:00+00:00,6.392418384552002,6.392418384552002,6.392418384552002,6.392418384552002,6.392418384552002,152432
2024-07-17 15:59:00+00:00,6.39076566696167,6.39076566696167,6.39076566696167,6.39076566696167,6.39076566696167,0
2024-07-17 16:00:00+00:00,6.3904194831848145,6.3904194831848145,6.3904194831848145,6.3904194831848145,6.3904194831848145,29152
2024-07-17 16:01:00+00:00,6.382380485534668,6.382380485534668,6.382380485534668,6.382380485534668,6.382380485534668,0
2024-07-17 16:02:00+00:00,6.382438659667969,6.382438659667969,6.382438659667969,6.382438659667969,6.382438659667969,0
2024-07-17 16:03:00+00:00,6.377098083496094,6.377098083496094,6.377098083496094,6.377098083496094,6.377098083496094,8688
2024-07-17 16:04:00+00:00,6.363963603973389,6.363963603973389,6.363963603973389,6.363963603973389,6.363963603973389,178400
2024-07-17 16:05:00+00:00,6.367605686187744,6.367605686187744,6.367605686187744,6.367605686187744,6.367605686187744,19280
2024-07-17 16:06:00+00:00,6.370558261871338,6.370558261871338,6.370558261871338,6.370558261871338,6.370558261871338,33248
2024-07-17 16:07:00+00:00,6.370594024658203,6.370594024658203,6.370594024658203,6.370594024658203,6.370594024658203,46688
2024-07-17 16:08:00+00:00,6.366987705230713,6.366987705230713,6.366987705230713,6.366987705230713,6.366987705230713,214592
2024-07-17 16:09:00+00:00,6.363422870635986,6.363422870635986,6.363422870635986,6.363422870635986,6.363422870635986,78528
2024-07-17 16:10:00+00:00,6.3499016761779785,6.3499016761779785,6.3499016761779785,6.3499016761779785,6.3499016761779785,0
2024-07-17 16:12:00+00:00,6.3459320068359375,6.3459320068359375,6.3459320068359375,6.3459320068359375,6.3459320068359375,0
2024-07-17 16:13:00+00:00,6.346616744995117,6.346616744995117,6.346616744995117,6.346616744995117,6.346616744995117,36288
2024-07-17 16:15:00+00:00,6.340817451477051,6.340817451477051,6.340817451477051,6.340817451477051,6.340817451477051,87392
2024-07-17 16:17:00+00:00,6.324774265289307,6.324774265289307,6.324774265289307,6.324774265289307,6.324774265289307,195776
2024-07-17 16:18:00+00:00,6.347455024719238,6.347455024719238,6.347455024719238,6.347455024719238,6.347455024719238,42368
2024-07-17 16:19:00+00:00,6.352285861968994,6.352285861968994,6.352285861968994,6.352285861968994,6.352285861968994,2282128
2024-07-17 16:20:00+00:00,6.344000339508057,6.344000339508057,6.344000339508057,6.344000339508057,6.344000339508057,1619680
2024-07-17 16:21:00+00:00,6.344264507293701,6.344264507293701,6.344264507293701,6.344264507293701,6.344264507293701,136144
2024-07-17 16:22:00+00:00,6.340742111206055,6.340742111206055,6.340742111206055,6.340742111206055,6.340742111206055,115552
2024-07-17 16:23:00+00:00,6.3405537605285645,6.3405537605285645,6.3405537605285645,6.3405537605285645,6.3405537605285645,939680
2024-07-17 16:25:00+00:00,6.337979316711426,6.337979316711426,6.337979316711426,6.337979316711426,6.337979316711426,509184
2024-07-17 16:26:00+00:00,6.331707954406738,6.331707954406738,6.331707954406738,6.331707954406738,6.331707954406738,481488
2024-07-17 16:27:00+00:00,6.333497047424316,6.333497047424316,6.333497047424316,6.333497047424316,6.333497047424316,94240
