Datetime,Open,High,Low,Close,Adj Close,Volume
2024-07-15 15:16:00+00:00,63031.5390625,63031.5390625,63031.5390625,63031.5390625,63031.5390625,0
2024-07-15 15:17:00+00:00,63077.21875,63077.21875,63077.21875,63077.21875,63077.21875,59228160
2024-07-15 15:18:00+00:00,63115.33984375,63115.33984375,63115.33984375,63115.33984375,63115.33984375,16756736
2024-07-15 15:19:00+00:00,63120.8984375,63120.8984375,63120.8984375,63120.8984375,63120.8984375,12120064
2024-07-15 15:20:00+00:00,63113.32421875,63113.32421875,63113.32421875,63113.32421875,63113.32421875,96880640
2024-07-15 15:21:00+00:00,63075.47265625,63075.47265625,63075.47265625,63075.47265625,63075.47265625,8044544
2024-07-15 15:22:00+00:00,63025.89453125,63025.89453125,63025.89453125,63025.89453125,63025.89453125,305152
2024-07-15 15:23:00+00:00,63019.98046875,63019.98046875,63019.98046875,63019.98046875,63019.98046875,52553728
2024-07-15 15:24:00+00:00,63038.2109375,63038.2109375,63038.2109375,63038.2109375,63038.2109375,3108864
2024-07-15 15:25:00+00:00,63086.2890625,63086.2890625,63086.2890625,63086.2890625,63086.2890625,12707840
2024-07-15 15:26:00+00:00,63080.1953125,63080.1953125,63080.1953125,63080.1953125,63080.1953125,19206144
2024-07-15 15:27:00+00:00,63118.96875,63118.96875,63118.96875,63118.96875,63118.96875,30169088
2024-07-15 15:28:00+00:00,63142.859375,63142.859375,63142.859375,63142.859375,63142.859375,5652480
2024-07-15 15:29:00+00:00,63166.109375,63166.109375,63166.109375,63166.109375,63166.109375,44507136
2024-07-15 15:30:00+00:00,63144.1875,63144.1875,63144.1875,63144.1875,63144.1875,7182336
2024-07-15 15:32:00+00:00,63115.85546875,63115.85546875,63115.85546875,63115.85546875,63115.85546875,57231360
2024-07-15 15:33:00+00:00,63148.0234375,63148.0234375,63148.0234375,63148.0234375,63148.0234375,989184
2024-07-15 15:34:00+00:00,63104.765625,63104.765625,63104.765625,63104.765625,63104.765625,6086656
2024-07-15 15:35:00+00:00,63139.265625,63139.265625,63139.265625,63139.265625,63139.265625,36849664
2024-07-15 15:36:00+00:00,63133.0078125,63133.0078125,63133.0078125,63133.0078125,63133.0078125,13447168
2024-07-15 15:37:00+00:00,63151.13671875,63151.13671875,63151.13671875,63151.13671875,63151.13671875,0
2024-07-15 15:38:00+00:00,63151.33984375,63151.33984375,63151.33984375,63151.33984375,63151.33984375,26923008
2024-07-15 15:39:00+00:00,63168.453125,63168.453125,63168.453125,63168.453125,63168.453125,23191552
2024-07-15 15:40:00+00:00,63123.34375,63123.34375,63123.34375,63123.34375,63123.34375,4116480
2024-07-15 15:41:00+00:00,63114.97265625,63114.97265625,63114.97265625,63114.97265625,63114.97265625,42217472
2024-07-15 15:42:00+00:00,63063.54296875,63063.54296875,63063.54296875,63063.54296875,63063.54296875,3299328
2024-07-15 15:43:00+00:00,63019.3203125,63019.3203125,63019.3203125,63019.3203125,63019.3203125,13780992
2024-07-15 15:44:00+00:00,62987.65625,62987.65625,62987.65625,62987.65625,62987.65625,995328
